absabundRR,absabunderr_R,absabundSig_adjust_R,absabundICl_R,absabundICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
-15.156868943162536,5.482664539538963,1,-20.6395334827015,-9.674204403623573,ASV_16440,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
-15.126718064562585,7.687750425610233,1,-22.814468490172818,-7.438967638952352,ASV_16474,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
-15.126718064562585,7.687750425610233,1,-22.814468490172818,-7.438967638952352,ASV_16490,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
-15.126718064562585,7.687750425610233,1,-22.814468490172818,-7.438967638952352,ASV_16496,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
-15.126718064562585,7.687750425610233,1,-22.814468490172818,-7.438967638952352,ASV_16498,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
-16.265727596597127,7.687751834157048,1,-23.953479430754175,-8.57797576244008,ASV_16541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
-16.265727596597127,7.687751834157048,1,-23.953479430754175,-8.57797576244008,ASV_16546,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
-16.265727596597127,7.687751834157048,1,-23.953479430754175,-8.57797576244008,ASV_16551,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA
-16.265727596597127,7.687751834157048,1,-23.953479430754175,-8.57797576244008,ASV_16593,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,[Renibacterium] salmoninarum group
14.784114487947317,7.86487280403221,1,6.919241683915106,22.648987291979527,ASV_16618,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
